Subject,Cond,Exper,Inifile,Date,Time,que1,instrConsc1,conscMPQ1,conscMPQ2,conscMPQ3,conscMPQ4,conscMPQ5,conscMPQ6,conscMPQ7,conscMPQ8,conscMPQ9,conscMPQ10,conscNEO1,conscNEO2,conscNEO3,conscNEO4,conscNEO5,conscNEO6,conscNEO7,conscNEO8,conscNEO9,conscNEO10,conscNEO11,conscNEO12,conscNEO13,conscNEO14,conscNEO15,conscNEO16,tinstrConsc1,tconscMPQ1,tconscMPQ2,tconscMPQ3,tconscMPQ4,tconscMPQ5,tconscMPQ6,tconscMPQ7,tconscMPQ8,tconscMPQ9,tconscMPQ10,tconscNEO1,tconscNEO2,tconscNEO3,tconscNEO4,tconscNEO5,tconscNEO6,tconscNEO7,tconscNEO8,tconscNEO9,tconscNEO10,tconscNEO11,tconscNEO12,tconscNEO13,tconscNEO14,tconscNEO15,tconscNEO16,que2,instConscAdj,conscAdj1,conscAdj2,conscAdj3,conscAdj4,conscAdj5,conscAdj6,conscAdj7,conscAdj8,conscAdj9,conscAdj10,conscAdj11,conscAdj12,tinstConscAdj,tconscAdj1,tconscAdj2,tconscAdj3,tconscAdj4,tconscAdj5,tconscAdj6,tconscAdj7,tconscAdj8,tconscAdj9,tconscAdj10,tconscAdj11,tconscAdj12,que3,que4,ncog1,ncog2,ncog3,ncog4,ncog5,ncog6,ncog7,ncog8,ncog9,ncog10,ncog11,ncog12,ncog13,ncog14,ncog15,ncog16,ncog17,ncog18,tNFCinstr1,tNFCinstr2,tncog1,tncog2,tncog3,tncog4,tncog5,tncog6,tncog7,tncog8,tncog9,tncog10,tncog11,tncog12,tncog13,tncog14,tncog15,tncog16,tncog17,tncog18,que5,persQueInstr,prf_cs1,prf_im1,jpi_comp1,jpi_inno1,spi_cnv1,prf_cs2,prf_im2,jpi_comp2,jpi_inno2,spi_cnv2,prf_cs3,prf_im3,jpi_comp3,jpi_inno3,spi_cnv3,prf_cs4,prf_im4,jpi_comp4,jpi_inno4,spi_cnv4,prf_cs5,prf_im5,jpi_comp5,jpi_inno5,spi_cnv5,prf_cs6,prf_im6,jpi_comp6,jpi_inno6,spi_cnv6,prf_cs7,prf_im7,jpi_comp7,jpi_inno7,spi_cnv7,prf_cs8,prf_im8,jpi_comp8,jpi_inno8,spi_cnv8,prf_cs9,prf_im9,jpi_comp9,jpi_inno9,spi_cnv9,prf_cs10,prf_im10,jpi_comp10,jpi_inno10,spi_cnv10,prf_cs11,prf_im11,jpi_comp11,jpi_inno11,spi_cnv11,prf_cs12,prf_im12,jpi_comp12,jpi_inno12,spi_cnv12,prf_cs13,prf_im13,jpi_comp13,jpi_inno13,spi_cnv13,prf_cs14,prf_im14,jpi_comp14,jpi_inno14,spi_cnv14,prf_cs15,prf_im15,jpi_comp15,jpi_inno15,spi_cnv15,prf_cs16,prf_im16,jpi_comp16,jpi_inno16,jpi_comp17,jpi_inno17,jpi_comp18,jpi_inno18,jpi_comp19,jpi_inno19,jpi_comp20,jpi_inno20,tpersQueInstr,tprf_cs1,tprf_im1,tjpi_comp1,tjpi_inno1,tspi_cnv1,tprf_cs2,tprf_im2,tjpi_comp2,tjpi_inno2,tspi_cnv2,tprf_cs3,tprf_im3,tjpi_comp3,tjpi_inno3,tspi_cnv3,tprf_cs4,tprf_im4,tjpi_comp4,tjpi_inno4,tspi_cnv4,tprf_cs5,tprf_im5,tjpi_comp5,tjpi_inno5,tspi_cnv5,tprf_cs6,tprf_im6,tjpi_comp6,tjpi_inno6,tspi_cnv6,tprf_cs7,tprf_im7,tjpi_comp7,tjpi_inno7,tspi_cnv7,tprf_cs8,tprf_im8,tjpi_comp8,tjpi_inno8,tspi_cnv8,tprf_cs9,tprf_im9,tjpi_comp9,tjpi_inno9,tspi_cnv9,tprf_cs10,tprf_im10,tjpi_comp10,tjpi_inno10,tspi_cnv10,tprf_cs11,tprf_im11,tjpi_comp11,tjpi_inno11,tspi_cnv11,tprf_cs12,tprf_im12,tjpi_comp12,tjpi_inno12,tspi_cnv12,tprf_cs13,tprf_im13,tjpi_comp13,tjpi_inno13,tspi_cnv13,tprf_cs14,tprf_im14,tjpi_comp14,tjpi_inno14,tspi_cnv14,tprf_cs15,tprf_im15,tjpi_comp15,tjpi_inno15,tspi_cnv15,tprf_cs16,tprf_im16,tjpi_comp16,tjpi_inno16,tjpi_comp17,tjpi_inno17,tjpi_comp18,tjpi_inno18,tjpi_comp19,tjpi_inno19,tjpi_comp20,tjpi_inno20,que6,instrPID,PID1_d,PID2_i,PID3_d,PID4_i,PID5_i,PID6_d,PID7_d,PID8_i,PID9_i,PID10_d,PID11_d,PID12_i,PID13_d,PID14_d,PID15_i,PID16_d,PID17_i,PID18_i,tinstrPID,tPID1_d,tPID2_i,tPID3_d,tPID4_i,tPID5_i,tPID6_d,tPID7_d,tPID8_i,tPID9_i,tPID10_d,tPID11_d,tPID12_i,tPID13_d,tPID14_d,tPID15_i,tPID16_d,tPID17_i,tPID18_i,que7,gender,ethn,age,debrWIT,debrAMP1,debrAMP2,debrAMP3,debrAMP4,debrAMP5,race1,race2,race3,race4,race5,race6,tdebrWIT,tdebrAMP1,tdebrAMP2,tdebrAMP3,tdebrAMP4,tdebrAMP5,trace1,trace2,trace3,trace4,trace5,trace6
13,4,C:\Documents and Settings\replicationlab\My Documents\replicationStudy\start.exp,default.mlp,9/19/2012,11:46:53,conscientiousness,ok,1,2,5,5,1,1,5,2,5,2,4,1,5,1,5,2,4,2,4,4,2,5,1,4,1,1,40937,4360,10563,6704,3578,7594,6375,4469,6593,3672,3766,5860,6500,2156,2391,2422,6531,7937,2968,2484,5063,5578,3391,3016,5438,3296,2625,conscientiousnessAdjectives,ok,5,1,1,3,1,3,4,4,2,1,4,1,25234,7172,2547,5985,3359,2234,2468,5688,3219,2594,2797,3016,9031,intro_slides,NFC,2,4,3,2,2,4,2,5,2,1,2,2,4,4,5,1,1,4,6219,14297,15797,6281,5672,15437,28688,4968,9859,7953,15703,7672,9125,4671,17125,4828,11906,11297,8922,7359,persQuestionnaires,ok,1,1,4,3,4,2,2,2,2,4,2,5,4,4,4,2,5,5,1,4,2,3,4,3,4,1,5,5,4,5,1,1,3,5,2,5,5,2,5,5,3,1,4,5,4,2,5,4,2,5,1,2,2,3,3,4,4,3,1,4,5,1,5,1,4,4,3,3,5,3,1,2,3,2,5,5,4,1,4,1,2,2,2,5,2,3,5,60546,6750,4531,16843,5969,5047,4797,6109,4359,13375,4687,5172,7219,5406,10094,7047,9938,3500,4454,8485,7641,9688,6625,26578,9219,5375,5485,5563,4390,10922,5406,3109,6453,11188,9625,7734,7578,25062,25781,5375,3719,11406,4844,5640,3906,9296,7734,5906,11187,6594,4438,8437,5625,5844,4093,6781,8891,4016,3594,5094,5860,10500,9891,8360,9969,4140,11594,4704,4156,4204,10812,8469,18578,4297,4750,3281,6687,8422,2438,6281,6844,7016,2953,8813,11000,3094,6234,4938,PID,ok,4,2,3,4,3,4,5,5,4,5,3,4,4,4,2,5,3,3,31359,5907,7031,6687,5437,5031,3234,5734,15344,3610,2157,20313,3422,17219,3109,2172,4047,3250,5969,post,1,White-Caucasion,18,ok,2,1,ok,3,ok,3,2,2,1,1,1,76813,10140,5188,108250,6625,13969,12204,4594,2313,5782,3031,3703
19,2,C:\Documents and Settings\replicationlab\My Documents\replicationStudy\start.exp,default.mlp,9/19/2012,12:32:20,conscientiousness,ok,5,1,4,4,2,3,4,2,4,1,4,3,5,2,4,2,4,2,4,5,1,5,1,4,1,1,16062,3438,2156,2843,1015,1687,3094,1469,2297,2812,1718,2172,3843,1234,1296,1594,1906,1922,2344,1344,1875,1406,1969,1344,2266,1625,4719,conscientiousnessAdjectives,ok,5,1,5,5,1,1,5,1,1,3,4,1,8531,1859,1546,1219,2313,1312,1453,1516,1406,750,2765,1562,1328,intro_slides,NFC,4,4,2,3,1,4,4,2,4,4,4,2,3,4,3,4,2,4,5234,9750,8797,3969,3109,8015,9641,3938,3750,6672,7547,13000,3453,4391,3687,3890,6266,7297,7703,6922,persQuestionnaires,ok,1,3,4,3,5,4,5,2,2,5,2,1,4,4,4,4,4,5,3,5,2,2,4,5,5,4,5,4,3,3,1,1,3,3,5,4,2,2,4,3,2,1,3,3,5,5,5,4,4,2,4,5,4,5,5,4,5,4,2,5,3,2,3,2,5,4,4,4,3,3,2,1,2,4,1,5,5,3,3,4,4,4,3,2,4,3,3,19687,4312,4375,5640,3422,2969,3703,2891,3422,6078,2297,3531,4047,2438,2829,2828,7078,1422,2563,6578,3813,7516,3015,2969,5313,3016,4984,3562,4735,7656,4250,3703,2687,3937,1937,2422,6469,4265,4406,3688,4016,7266,3422,3359,2360,2735,3485,1860,4860,3391,4141,3781,3359,5531,2500,4453,4234,2937,6297,4172,2047,3282,4469,4016,3359,2984,4656,5735,2797,3828,4375,6531,6140,4000,2609,4594,5032,4125,4734,3328,4266,4546,2578,6047,3516,4375,4360,5782,PID,ok,5,5,5,3,3,3,5,4,4,4,4,3,5,4,1,4,4,3,14062,3515,2453,2875,6875,4547,2719,3656,4906,3531,1891,6079,6140,4156,1875,2500,4265,2125,7750,post,1,Italian,18,ok,2,3,ok,2,ok,3,2,2,1,1,1,30344,8281,9938,32547,4031,9265,9750,2078,3141,2625,5000,3546
25,2,C:\Documents and Settings\replicationlab\My Documents\replicationStudy\start.exp,default.mlp,9/20/2012,11:40:05,conscientiousness,ok,3,3,3,4,4,3,3,3,2,3,2,3,3,4,2,3,2,2,4,3,3,3,4,4,3,3,22891,5938,8610,1812,2734,2968,3312,4172,4125,2750,4938,3953,4297,2562,2234,3703,5938,3406,5359,2344,4985,2406,2406,3391,3110,5000,5062,conscientiousnessAdjectives,ok,3,2,3,4,3,2,3,2,2,3,3,3,17938,7328,3781,3906,2719,2938,2047,3531,1937,1359,2187,2156,4312,intro_slides,NFC,4,4,2,3,3,2,3,3,3,3,2,2,2,4,4,2,2,3,5531,9500,4719,6640,6031,8390,7609,4860,6953,5828,5672,6203,9250,6063,5250,3297,20468,11937,7343,6985,persQuestionnaires,ok,2,2,1,3,4,3,4,3,2,5,2,3,4,4,3,4,3,4,2,2,2,3,3,3,2,2,3,4,1,2,2,3,3,3,3,4,2,3,3,2,2,4,2,4,3,4,2,3,2,4,1,3,3,3,4,4,3,2,3,2,2,2,4,3,4,3,3,3,3,2,2,2,3,4,3,4,3,1,2,3,3,3,2,4,4,4,3,9500,9704,3875,11625,4578,4344,5625,2969,6437,4469,2921,4609,5031,3016,2453,4625,2625,3172,3938,5109,9797,9094,4609,5219,6547,9329,9625,3016,7485,5875,6515,4890,3000,4313,3547,5438,6032,4891,6422,7187,3875,8469,5000,4844,5234,4922,7016,3672,4984,3500,8250,7375,3984,5578,3515,7953,9890,2672,4547,4187,12719,11735,8750,4297,4157,3750,3547,4531,5234,11421,3375,7188,5094,7094,7485,3813,10016,3375,4219,7234,5343,7671,3203,4156,6750,4765,8609,5859,PID,ok,4,4,4,2,3,4,4,4,4,3,4,3,5,4,3,3,3,4,33984,4516,2750,2328,6046,6297,1812,6750,11437,5219,1625,7203,5047,18000,2829,1860,4110,3125,5187,post,2,Chinese,18,ok,1,4,ok,2,ok,3,2,2,1,1,1,53688,7796,11547,86640,8782,20016,10125,2250,1859,5765,2203,2516
28,4,C:\Documents and Settings\replicationlab\My Documents\replicationStudy\start.exp,default.mlp,9/20/2012,12:33:41,conscientiousness,ok,3,1,3,3,2,3,2,3,3,2,1,5,3,5,1,5,1,5,2,4,3,5,4,1,3,5,17609,7782,2907,6031,2516,3140,6781,3922,4891,2921,2625,2000,3640,4000,1625,2125,2078,2765,1906,1938,3094,4234,1969,2344,2187,6000,3282,conscientiousnessAdjectives,ok,3,3,4,3,3,2,2,3,4,1,2,3,11390,5984,1813,4906,3688,4484,3672,3750,2109,2766,3672,2360,2110,intro_slides,NFC,2,1,3,5,4,3,4,2,4,5,3,2,1,5,5,3,2,4,4015,7531,11203,3391,5187,8266,4531,9515,3937,5078,6609,5984,3797,2938,2750,4063,5313,6187,3297,13235,persQuestionnaires,ok,3,5,1,4,2,3,3,2,5,3,1,2,4,5,3,3,4,2,2,1,3,5,5,4,3,1,1,3,1,3,1,3,4,5,1,2,4,1,3,5,4,3,2,5,4,3,1,1,1,3,2,4,3,4,5,3,2,3,1,1,2,4,3,2,1,3,4,3,2,5,3,4,3,5,2,2,3,1,2,3,3,1,4,2,2,3,3,29531,4984,4109,4828,4203,3375,3562,6265,6188,7672,6078,4406,7047,4406,2531,6500,4812,1937,3750,5625,4407,6453,3641,3860,4250,3719,5859,3719,4687,2843,8250,5266,2296,2953,2125,5578,7875,5860,4000,6188,3125,9453,3657,3391,2750,4172,9328,3234,3500,1922,6516,7281,3813,3250,2969,3953,2578,2172,4125,3203,5734,4484,5937,6641,2906,2625,2515,3672,5984,5156,5453,7890,6625,3671,6063,3375,5312,6406,2890,5188,4235,5031,2328,4641,3547,7875,4266,8078,PID,ok,3,2,3,2,2,5,3,4,3,2,3,1,3,4,2,4,3,1,12453,7969,4469,4062,6156,5313,2750,3344,5937,3172,3172,7703,9281,6921,3735,2063,5156,1922,2906,post,2,Asian,18,ok,2,4,ok,1,ok,3,2,2,1,2,2,59891,6906,11625,23953,4484,5391,13656,1578,1297,5219,4062,2281
31,6,C:\Documents and Settings\replicationlab\My Documents\replicationStudy\start.exp,default.mlp,9/21/2012,09:34:58,conscientiousness,ok,3,3,3,3,4,3,4,4,4,4,2,3,2,3,3,2,3,3,4,4,3,3,3,4,2,2,28516,8000,3656,4390,4313,2609,2859,2625,3750,1922,2625,2656,2906,5000,1766,3360,4234,3282,3188,1204,3516,2156,2141,1531,2344,2297,3812,conscientiousnessAdjectives,ok,3,2,4,3,3,4,3,4,2,3,4,2,8453,4797,2234,2141,1609,3031,2562,1859,1328,1765,1531,1328,4015,intro_slides,NFC,2,1,2,3,2,2,2,4,4,2,2,2,2,4,3,4,5,3,5313,20156,11484,6672,2703,8953,7390,6968,4968,5734,4469,8282,4094,4062,4968,4141,7172,10766,7140,5156,persQuestionnaires,ok,3,3,2,2,4,2,3,2,2,4,2,3,4,3,4,3,3,5,2,3,3,4,3,3,3,1,2,4,3,2,2,3,4,3,3,3,2,3,3,4,2,3,2,2,2,3,2,4,2,2,2,2,4,2,3,2,4,3,3,3,3,4,4,3,4,3,4,3,2,3,4,3,3,4,3,3,4,4,2,3,4,2,4,4,2,3,3,37985,8485,7454,4484,3359,3812,4031,4109,4219,5438,7641,5172,3734,3422,6515,5875,8656,4297,5422,6234,5234,9062,6563,5141,6360,6500,5453,7422,9188,4860,5297,3969,3813,3812,4750,3594,5000,5485,4297,5656,2891,5782,3828,3390,3453,4468,11297,4547,5032,3828,5297,5578,3687,3188,2844,5203,5735,2688,3469,5625,2766,3797,6062,4172,3719,2625,3688,3734,4078,6859,3219,3968,7421,6328,4000,3656,5703,2797,6047,4047,4531,4594,3938,4250,5985,4078,4609,5797,PID,ok,4,3,4,3,3,3,3,4,4,2,4,2,3,4,4,3,3,4,11203,3703,4468,3766,7360,3641,3375,3844,11094,3453,2109,7391,4937,5828,5532,3453,4891,2281,4828,post,1,cocasian,18,ok,2,4,ok,2,ok,3,2,2,1,1,1,44140,6813,7266,29500,5094,31188,12078,2422,7531,3000,4687,3437
35,5,C:\Documents and Settings\replicationlab\My Documents\replicationStudy\start.exp,default.mlp,9/21/2012,10:33:15,conscientiousness,ok,5,1,3,4,1,3,4,3,1,1,3,3,4,2,3,3,4,4,4,4,2,2,4,4,4,4,12938,8062,3484,5375,4547,2750,3437,3828,4765,4984,2266,4266,15656,2546,1875,2859,2328,5266,1844,1781,1406,3328,3328,2094,1937,1594,2297,conscientiousnessAdjectives,ok,4,4,4,4,3,3,3,3,3,3,3,3,10765,2391,1656,1266,1860,2407,1031,1016,1375,734,875,985,1203,intro_slides,NFC,4,4,4,3,4,4,4,4,3,3,3,3,1,2,2,2,1,2,6562,15297,5813,5328,5984,7266,4860,4031,4781,5016,6406,3610,4844,3954,6516,4079,6610,6922,10843,3469,persQuestionnaires,ok,4,2,4,4,2,5,4,3,3,4,2,4,3,3,2,4,4,1,2,2,3,1,4,4,4,1,1,4,3,1,5,3,5,3,5,5,4,4,4,4,1,1,4,1,4,4,4,1,1,3,1,3,4,1,3,4,4,3,3,3,1,1,3,1,4,3,4,1,1,4,4,4,4,4,3,4,4,2,2,4,2,2,5,4,4,3,3,12125,3954,6140,7484,5172,6593,4703,5828,3000,11047,4078,5032,4703,4656,4078,6031,4969,3750,4000,6859,3719,5610,5375,13766,6063,4312,6344,3656,6265,7547,7547,4375,2735,4969,4765,3969,8875,3312,7484,6766,2938,6219,3468,3593,5422,4781,3656,2937,4687,2968,5469,6266,2953,5437,5062,9859,10437,3156,6531,2250,7484,4719,9625,5219,3063,4906,4250,6610,4687,219,6829,6266,11719,4656,3953,3844,4984,3344,3547,3282,4703,4515,3391,6578,5703,7672,7906,4344,PID,ok,3,4,4,3,4,5,5,3,4,4,4,4,2,3,4,4,3,4,17625,6829,4453,5500,5609,4938,2937,4125,4703,4157,2078,8562,4750,5672,3516,2563,6125,3031,6687,post,1,Asian,21,ok,2,1,ok,1,ok,3,2,2,2,1,1,24343,11625,8953,7344,4250,7125,10735,1875,3250,2797,3422,3109
41,4,C:\Documents and Settings\replicationlab\My Documents\replicationStudy\start.exp,default.mlp,9/21/2012,11:30:32,conscientiousness,ok,5,1,5,4,2,2,5,1,3,1,4,2,5,4,3,4,4,5,5,5,2,5,1,4,2,5,14578,2454,1922,1547,1828,2437,3484,3375,1578,1860,2063,2250,2453,2078,2093,3954,2937,3016,1860,3844,1093,1719,3157,1688,2453,1656,4094,conscientiousnessAdjectives,ok,4,1,5,5,3,2,4,1,1,1,5,1,5078,3922,1766,1391,1015,1844,1594,1859,2234,1375,1172,1625,1547,intro_slides,NFC,3,3,4,4,4,5,4,5,5,5,3,5,2,1,5,5,5,5,4484,4422,4156,4156,3687,6469,3391,3406,2672,3906,3062,4968,4359,3969,5079,4031,4359,8422,4000,2391,persQuestionnaires,ok,1,4,4,3,3,5,4,5,5,3,1,2,5,2,1,5,5,3,2,4,4,5,5,2,4,4,5,5,3,2,1,1,4,3,3,5,4,1,5,3,2,2,5,5,4,5,5,1,3,4,2,1,5,4,5,5,5,4,5,1,1,2,5,4,1,5,5,5,5,5,4,2,4,1,5,5,5,2,5,5,3,3,5,5,1,2,5,23812,3109,7468,3750,3172,5890,2516,4094,2640,3766,4844,3562,2063,2203,2109,2609,14703,1360,2828,2828,5734,5734,2594,3203,3484,5125,5515,2765,4203,2937,3078,3593,3188,4937,2031,3375,2906,6703,4563,4359,4609,3953,3172,4828,17547,4157,2235,1485,2875,2828,6296,5156,2157,2031,2313,4860,5156,2547,3797,3031,3203,2594,9328,2719,3984,2453,3079,2687,2656,3094,2406,4703,4329,5734,2703,2594,2406,1875,2297,5703,2656,2375,2985,3688,2828,3906,11062,4312,PID,ok,5,4,5,3,3,5,5,2,4,5,4,4,4,5,3,5,3,2,9047,4578,2484,4812,3609,3297,1969,2140,5875,2438,1953,4250,5734,11750,1500,1844,5875,2391,4296,post,1,White,17,ok,2,2,ok,3,ok,3,2,2,2,1,1,17546,4313,7860,18797,3875,6110,5562,1531,1313,5078,2141,1406
46,6,C:\Documents and Settings\replicationlab\My Documents\replicationStudy\start.exp,default.mlp,9/21/2012,12:33:10,conscientiousness,ok,4,3,3,4,4,2,4,3,3,2,1,2,3,3,2,4,2,4,4,3,2,4,4,3,2,4,27281,5422,3766,2188,1547,3093,5344,3391,3016,3859,2218,4266,4375,4219,2484,2562,3000,3110,2219,1875,2610,2110,2750,1719,2047,2265,2688,conscientiousnessAdjectives,ok,4,1,4,3,2,2,4,2,2,2,3,1,18969,4921,2313,2500,2265,1938,1281,1750,1312,875,1140,3265,3562,intro_slides,NFC,1,2,2,2,2,2,2,3,4,3,2,3,1,1,4,4,4,3,5547,9078,9188,5422,3375,11047,6360,5047,4953,4218,7594,4328,3359,5218,5313,3235,10563,8313,8000,8328,persQuestionnaires,ok,2,4,2,3,4,3,3,2,2,5,2,3,4,3,2,2,3,3,4,3,3,5,2,3,3,1,4,4,4,2,2,2,4,2,3,3,3,2,4,3,3,2,3,3,2,3,3,1,3,4,2,2,3,2,4,4,4,3,2,3,3,3,4,2,3,3,4,3,3,4,2,4,3,4,2,4,3,1,3,4,3,1,5,4,3,4,4,25859,5125,5047,5750,3547,5906,4500,2657,4375,4782,5641,3812,3187,3281,2516,2968,5922,2391,6687,9281,3922,5609,4094,6625,4031,4890,4125,6125,6485,5579,3640,5859,3500,4125,4485,4250,7250,6468,6031,4782,3500,8812,5328,3437,3141,3969,5406,2672,4546,3109,4141,5360,3485,2828,4359,5110,4891,2906,5454,3922,2532,2922,4484,3688,3562,3578,3406,6469,2843,3969,3110,5625,6234,3968,3953,3828,3797,2422,2922,3063,4235,3078,2656,5407,4250,3000,5515,4297,PID,ok,4,3,3,2,3,4,4,3,3,5,4,3,3,3,4,4,4,3,14453,6062,6031,3968,7047,4234,2234,5187,3453,3579,3265,4906,3984,3953,1547,4328,3328,1218,3297,post,1,CANADIAN,18,ok,2,3,ok,2,ok,3,2,2,1,2,2,22875,9250,8422,59422,6484,7390,9610,2329,4031,7500,2437,2031
47,3,C:\Documents and Settings\replicationlab\My Documents\replicationStudy\start.exp,default.mlp,9/24/2012,09:27:10,conscientiousness,ok,5,2,5,5,2,2,4,4,4,1,5,2,4,3,5,2,5,2,4,5,2,1,4,1,2,2,13875,2781,5219,4016,3125,4093,3422,1641,2329,2625,7500,1188,2140,1656,3062,1641,2563,1312,1828,3062,1250,2703,2718,1328,2594,1703,1594,conscientiousnessAdjectives,ok,4,2,2,5,4,4,5,2,1,4,4,4,7875,2406,1594,2125,1860,3032,1047,1234,1219,1375,3062,2625,3500,intro_slides,NFC,4,2,4,1,2,5,1,2,2,4,1,1,4,1,5,3,2,5,5281,6219,3891,3875,2781,4406,7172,2875,1734,2875,5078,4219,3953,2828,2266,3453,4813,6297,4500,2812,persQuestionnaires,ok,1,4,1,4,5,5,2,5,4,5,1,5,4,4,2,4,1,2,1,2,4,5,5,4,1,4,5,5,1,1,5,2,1,4,1,1,2,5,5,4,1,1,1,5,1,2,1,4,1,1,4,5,1,4,2,2,1,5,2,1,1,4,2,2,4,2,1,2,2,4,5,5,4,5,1,5,2,5,1,4,4,5,4,1,5,5,1,19719,2485,2469,3563,3703,2406,2547,3281,2562,4859,3047,3859,1812,3266,2438,5516,5796,1750,4047,2687,3109,5719,1750,2250,3000,2531,3563,2359,2234,1609,2531,3015,1859,1813,3328,3078,4078,2938,4390,4422,4500,4312,1500,1609,1797,2985,5860,1672,3828,1453,3734,4156,1657,2875,2078,2796,4563,2437,2484,2078,1797,3218,2734,3469,3563,3422,2781,2093,2297,6797,2765,2594,4985,3485,3328,2140,2875,3500,1328,1687,5250,2468,2234,4219,2062,2672,3422,2922,PID,ok,4,4,4,2,4,5,5,5,4,5,5,1,4,2,5,4,4,2,13219,6578,4937,2953,5813,7484,1844,2375,4860,2250,1375,3234,2828,4531,3218,2828,3359,1594,3188,post,1,White / Caucasian,19,ok,2,2,ok,2,ok,3,2,2,2,2,2,34329,4610,7782,27016,4281,5938,3406,1484,1328,1625,1578,1297
50,2,C:\Documents and Settings\replicationlab\My Documents\replicationStudy\start.exp,default.mlp,9/24/2012,10:27:49,conscientiousness,ok,4,2,4,5,4,4,5,4,3,2,5,1,5,1,5,1,5,1,5,2,1,4,2,4,1,1,23156,4141,2532,3735,1687,2328,1593,1797,2000,2516,1844,2046,2578,1750,1641,1750,2375,2468,2250,2203,1469,1657,2235,1922,1843,1828,1828,conscientiousnessAdjectives,ok,4,1,4,3,2,4,4,1,2,3,4,1,18860,3203,1500,1469,1968,1328,1453,1266,1312,1640,2016,1516,2032,intro_slides,NFC,4,4,2,1,1,4,2,2,1,4,4,1,4,4,4,2,1,4,4141,9297,7281,4218,6063,13547,9047,4109,2719,3140,5750,4844,4218,5641,2875,3375,8953,6391,4625,4422,persQuestionnaires,ok,2,4,2,5,5,4,4,4,2,4,3,4,2,4,4,4,4,3,1,3,2,5,4,5,2,1,4,5,1,4,1,2,2,4,4,5,2,5,3,5,2,4,2,4,5,2,4,5,1,3,2,4,2,3,4,4,4,3,2,2,1,2,4,4,4,4,3,4,2,4,1,2,2,3,4,5,4,1,2,4,4,5,4,2,3,5,2,8110,3750,3859,4828,3187,3000,2719,3125,4219,5172,4468,4000,3812,4828,2438,3390,6704,1656,4125,3640,4281,5187,4109,3656,3203,2656,4922,4422,4422,3390,4250,4359,3031,2656,2594,2469,4985,6797,3515,4531,3063,5266,3391,2515,3016,2969,6421,2953,3485,3282,5907,4890,3172,3234,3047,4953,4047,2172,5079,4328,4781,3734,3766,3313,4016,2843,2859,4406,4125,5406,2828,4531,4453,4625,4343,2297,4234,3062,3766,3235,4860,3172,2437,5234,4172,3297,3579,4047,PID,ok,5,5,4,3,2,4,5,5,5,5,4,4,4,5,4,3,4,5,8937,3515,3031,3062,4734,3234,2078,2610,3672,2734,1312,5469,3156,2422,1610,3516,2766,1829,2281,post,1,white,18,ok,2,5,ok,2,ok,3,2,2,1,1,1,21016,10063,5297,31672,3609,11453,7234,2250,2453,2907,2547,2812
53,4,C:\Documents and Settings\replicationlab\My Documents\replicationStudy\start.exp,default.mlp,9/24/2012,11:34:00,conscientiousness,ok,4,3,3,4,3,2,4,2,3,3,4,2,3,4,4,2,3,2,3,3,3,2,3,3,3,2,39969,5609,2907,3750,1984,2515,4078,2640,3390,2484,2125,2234,3640,2078,2968,1797,2578,3969,3015,1891,2891,1485,4266,1875,5062,2922,2406,conscientiousnessAdjectives,ok,3,3,4,3,2,3,4,2,3,4,4,2,26906,1859,5078,1859,1750,2187,1156,2093,1531,1922,3063,1109,3781,intro_slides,NFC,4,4,2,3,2,3,2,5,3,3,3,3,4,3,4,2,4,2,5110,19266,5875,4250,2484,6734,4328,3578,2891,5750,3969,6250,5500,3157,3578,4016,7985,4860,5922,5109,persQuestionnaires,ok,2,2,3,3,4,3,3,4,5,4,2,4,4,3,3,2,2,2,2,2,2,4,4,4,3,2,3,3,2,2,2,2,3,3,3,3,2,2,3,2,2,3,2,3,4,2,2,4,2,3,2,3,2,2,4,3,3,3,3,2,2,1,2,2,4,4,3,4,4,4,2,2,2,4,2,2,2,2,3,2,2,2,2,3,2,2,3,45484,5750,4890,5078,3812,3547,3813,3766,3032,7938,5766,4703,3187,4516,2969,3016,4891,1891,5297,6891,4344,5704,4610,4500,6969,9594,5203,5375,6968,4031,4000,5266,3454,4625,4734,3297,6422,7812,8406,4875,5687,11062,6156,5047,5860,3750,6203,2563,4110,4579,3469,7125,3610,3359,3000,8563,4454,2938,5000,3687,3531,4968,4906,3734,3906,3265,4703,4297,8235,6687,2547,5250,5782,4375,6125,3609,3921,4172,4359,8937,6390,3375,3078,5047,4813,3594,4563,3656,PID,ok,3,2,3,2,3,4,4,3,3,4,4,4,4,3,2,4,3,2,13578,7766,3750,3078,5437,5765,1937,4140,3750,2921,2344,4407,3641,5015,2844,2406,4141,4532,2625,post,1,Hindu,17,ok,2,3,ok,2,ok,3,2,2,2,2,2,44766,8922,4531,13406,4593,27360,10391,1890,3390,3406,4594,2906
